Expression,Value
55 + 53,108
55 - 53,2
55 * 53,2915
55 / 53,1.0377358490566038
55 - 54,1
55 * 54,2970
55 + 55,110
55 - 55,0
55 * 55,3025
55 * 56,3080
55 / 56,0.9821428571428571
55 - 57,-2
55 * 57,3135
55 * 58,3190
55 / 58,0.9482758620689655
55 + 60,115
55 - 60,-5
55 - 61,-6
55 * 61,3355
55 - 62,-7
55 * 62,3410
55 / 62,0.8870967741935484
55 * 63,3465
55 - 64,-9
55 / 65,0.8461538461538461
55 - 66,-11
55 / 66,0.8333333333333334
55 * 67,3685
55 + 68,123
55 / 68,0.8088235294117647
55 - 69,-14
55 / 69,0.7971014492753623
55 + 70,125
55 - 70,-15
55 / 70,0.7857142857142857
55 - 72,-17
55 + 73,128
55 - 73,-18
55 * 73,4015
55 + 74,129
55 - 74,-19
55 * 74,4070
55 / 74,0.7432432432432432
55 - 75,-20
55 * 75,4125
55 + 76,131
55 / 76,0.7236842105263158
55 - 77,-22
55 + 78,133
55 - 78,-23
55 * 78,4290
55 - 79,-24
55 * 80,4400
55 / 80,0.6875
55 - 81,-26
55 / 81,0.6790123456790124
55 + 82,137
55 - 82,-27
55 / 82,0.6707317073170732
55 + 83,138
55 * 83,4565
55 / 83,0.6626506024096386
55 + 84,139
55 - 84,-29
55 * 84,4620
55 / 85,0.6470588235294118
55 + 86,141
55 - 86,-31
55 / 86,0.6395348837209303
55 + 87,142
55 - 87,-32
55 + 88,143
55 - 88,-33
55 * 88,4840
55 + 89,144
55 - 89,-34
55 * 89,4895
55 - 91,-36
55 / 91,0.6043956043956044
55 - 92,-37
55 * 92,5060
55 + 93,148
55 + 94,149
55 - 94,-39
55 / 94,0.5851063829787234
55 + 95,150
55 * 95,5225
55 + 96,151
55 - 96,-41
55 / 96,0.5729166666666666
55 - 97,-42
55 + 98,153
55 - 98,-43
55 * 98,5390
55 / 98,0.5612244897959183
55 - 99,-44
55 * 99,5445
55 / 99,0.5555555555555556
56 * 0,0
56 - 1,55
56 + 2,58
56 - 2,54
56 * 2,112
56 / 2,28.0
56 * 3,168
56 / 3,18.666666666666668
56 + 4,60
56 - 4,52
56 * 4,224
56 / 4,14.0
56 / 5,11.2
56 - 6,50
56 * 6,336
56 + 8,64
56 * 8,448
56 / 8,7.0
56 + 9,65
56 - 9,47
56 * 9,504
56 / 9,6.222222222222222
56 * 10,560
56 / 10,5.6
56 - 11,45
56 * 11,616
56 - 12,44
56 * 12,672
56 / 12,4.666666666666667
56 * 13,728
56 / 13,4.3076923076923075
56 + 14,70
56 / 14,4.0
56 * 15,840
56 / 15,3.7333333333333334
56 - 17,39
56 / 17,3.2941176470588234
56 + 18,74
56 + 19,75
56 - 19,37
56 * 19,1064
56 / 19,2.9473684210526314
56 + 20,76
56 - 20,36
56 / 20,2.8
56 + 21,77
56 + 22,78
56 - 22,34
56 * 22,1232
56 / 22,2.5454545454545454
56 - 23,33
56 * 23,1288
56 / 23,2.4347826086956523
56 + 24,80
56 - 24,32
56 * 24,1344
56 + 25,81
56 * 25,1400
56 * 26,1456
56 + 27,83
56 - 27,29
56 / 27,2.074074074074074
56 - 28,28
56 * 28,1568
56 / 28,2.0
56 + 30,86
56 - 30,26
56 * 30,1680
56 / 30,1.8666666666666667
56 * 31,1736
56 + 32,88
56 * 32,1792
56 / 32,1.75
56 + 33,89
56 / 33,1.696969696969697
56 * 34,1904
56 + 35,91
56 - 35,21
56 * 35,1960
56 / 35,1.6
56 - 36,20
56 - 37,19
56 + 38,94
56 / 38,1.4736842105263157
56 - 39,17
56 / 39,1.435897435897436
56 - 40,16
56 * 40,2240
56 / 40,1.4
56 + 41,97
56 * 41,2296
56 / 41,1.3658536585365855
56 + 42,98
56 - 42,14
56 * 42,2352
56 / 42,1.3333333333333333
56 + 43,99
56 - 44,12
56 - 45,11
56 * 45,2520
56 - 46,10
56 * 46,2576
56 * 47,2632
56 / 47,1.1914893617021276
56 - 48,8
56 / 48,1.1666666666666667
56 + 49,105
56 / 49,1.1428571428571428
56 + 50,106
56 - 51,5
56 * 51,2856
56 / 52,1.0769230769230769
56 / 53,1.0566037735849056
56 + 55,111
56 / 55,1.018181818181818
56 - 56,0
56 * 56,3136
56 + 57,113
56 / 57,0.9824561403508771
56 - 58,-2
56 + 59,115
56 * 59,3304
56 - 60,-4
56 * 60,3360
56 / 60,0.9333333333333333
56 + 61,117
56 - 61,-5
56 + 62,118
56 - 62,-6
56 * 62,3472
56 + 63,119
56 - 63,-7
56 * 63,3528
56 / 63,0.8888888888888888
56 - 64,-8
56 * 64,3584
56 - 65,-9
56 / 65,0.8615384615384616
56 / 66,0.8484848484848485
56 + 67,123
56 - 67,-11
56 * 67,3752
56 / 67,0.835820895522388
56 * 68,3808
56 / 68,0.8235294117647058
56 + 69,125
56 - 69,-13
56 + 70,126
56 + 71,127
56 - 71,-15
56 / 71,0.7887323943661971
56 / 72,0.7777777777777778
56 + 73,129
56 * 73,4088
56 / 73,0.7671232876712328
56 / 74,0.7567567567567568
56 - 75,-19
56 * 75,4200
56 / 75,0.7466666666666667
56 * 77,4312
56 / 77,0.7272727272727273
56 + 78,134
56 - 78,-22
56 * 78,4368
56 / 78,0.717948717948718
56 + 79,135
56 * 79,4424
56 / 79,0.7088607594936709
56 + 80,136
56 - 80,-24
56 * 80,4480
56 + 81,137
56 - 81,-25
56 * 81,4536
56 - 82,-26
56 / 82,0.6829268292682927
56 + 83,139
56 * 83,4648
56 / 83,0.6746987951807228
56 * 84,4704
56 - 85,-29
56 * 86,4816
56 / 86,0.6511627906976745
56 - 87,-31
56 * 87,4872
56 / 87,0.6436781609195402
56 + 88,144
56 - 88,-32
56 * 88,4928
56 / 88,0.6363636363636364
56 - 89,-33
56 * 89,4984
56 / 89,0.6292134831460674
56 - 90,-34
56 - 91,-35
56 / 91,0.6153846153846154
56 - 92,-36
56 * 92,5152
56 / 92,0.6086956521739131
56 * 93,5208
56 - 94,-38
56 + 95,151
56 - 95,-39
56 / 95,0.5894736842105263
56 + 96,152
56 / 96,0.5833333333333334
56 + 97,153
56 * 97,5432
56 + 98,154
56 - 98,-42
56 / 99,0.5656565656565656
57 * 0,0
57 * 2,114
57 + 3,60
57 * 3,171
57 / 3,19.0
57 - 4,53
57 / 4,14.25
57 + 5,62
57 - 5,52
57 * 5,285
57 - 6,51
57 / 6,9.5
57 + 7,64
57 / 7,8.142857142857142
57 + 8,65
57 - 9,48
57 / 9,6.333333333333333
57 + 10,67
57 - 10,47
57 - 11,46
57 * 11,627
57 + 12,69
57 - 12,45
57 / 12,4.75
57 * 13,741
57 / 13,4.384615384615385
57 + 14,71
57 - 14,43
57 + 15,72
57 - 15,42
57 * 15,855
57 / 15,3.8
57 + 16,73
57 / 16,3.5625
57 / 17,3.3529411764705883
57 + 19,76
57 - 19,38
57 + 20,77
57 / 20,2.85
57 - 21,36
57 + 22,79
57 - 22,35
57 / 24,2.375
57 / 25,2.28
57 + 27,84
57 - 27,30
57 + 28,85
57 - 28,29
57 * 28,1596
57 / 29,1.9655172413793103
57 - 30,27
57 * 30,1710
57 + 32,89
57 * 33,1881
57 + 35,92
57 * 35,1995
57 / 35,1.6285714285714286
57 + 36,93
57 - 36,21
57 * 36,2052
57 / 36,1.5833333333333333
57 + 38,95
57 / 38,1.5
57 + 40,97
57 + 41,98
57 - 42,15
57 / 42,1.3571428571428572
57 * 45,2565
57 / 45,1.2666666666666666
57 - 46,11
57 + 47,104
57 + 48,105
57 - 48,9
57 * 48,2736
57 / 48,1.1875
57 - 49,8
57 * 49,2793
57 / 49,1.163265306122449
57 * 50,2850
57 + 51,108
57 - 51,6
57 + 52,109
57 - 52,5
57 * 52,2964
57 + 54,111
57 - 54,3
57 * 54,3078
57 / 54,1.0555555555555556
57 + 55,112
57 * 55,3135
57 * 56,3192
57 + 58,115
57 - 58,-1
57 * 58,3306
57 * 59,3363
57 / 59,0.9661016949152542
57 + 60,117
57 - 60,-3
57 - 61,-4
57 * 61,3477
57 + 62,119
57 - 62,-5
57 - 63,-6
57 * 63,3591
57 / 63,0.9047619047619048
57 * 64,3648
57 / 64,0.890625
57 / 65,0.8769230769230769
57 / 66,0.8636363636363636
57 + 67,124
57 * 67,3819
57 * 68,3876
57 / 68,0.8382352941176471
57 + 69,126
57 - 69,-12
57 / 69,0.8260869565217391
57 * 70,3990
57 / 70,0.8142857142857143
57 + 71,128
57 - 71,-14
57 * 71,4047
57 * 72,4104
57 / 72,0.7916666666666666
57 * 73,4161
57 * 74,4218
57 + 75,132
57 - 75,-18
57 * 75,4275
57 - 76,-19
57 - 77,-20
57 * 77,4389
57 / 77,0.7402597402597403
57 - 78,-21
57 / 78,0.7307692307692307
57 + 79,136
57 - 79,-22
57 * 79,4503
57 + 80,137
57 - 80,-23
57 / 80,0.7125
57 + 81,138
57 * 81,4617
57 / 81,0.7037037037037037
57 + 83,140
57 * 83,4731
57 - 84,-27
57 * 84,4788
57 / 84,0.6785714285714286
57 + 86,143
57 / 86,0.6627906976744186
57 - 87,-30
57 + 88,145
57 - 88,-31
57 * 88,5016
57 * 89,5073
57 + 90,147
57 - 90,-33
57 / 90,0.6333333333333333
57 + 91,148
57 + 93,150
57 - 93,-36
57 - 94,-37
57 + 96,153
57 - 96,-39
57 / 96,0.59375
57 + 97,154
57 + 99,156
57 - 99,-42
58 + 1,59
58 / 1,58.0
58 / 3,19.333333333333332
58 - 4,54
58 * 4,232
58 - 5,53
58 - 6,52
58 * 6,348
58 / 6,9.666666666666666
58 - 7,51
58 * 7,406
58 / 8,7.25
58 - 10,48
58 + 11,69
58 - 11,47
58 * 11,638
58 - 13,45
58 / 14,4.142857142857143
58 + 15,73
58 * 15,870
58 / 15,3.8666666666666667
58 - 16,42
58 * 17,986
58 / 17,3.411764705882353
58 + 18,76
58 / 18,3.2222222222222223
58 - 19,39
58 + 20,78
58 - 20,38
58 / 20,2.9
58 + 21,79
58 - 21,37
58 + 22,80
58 - 22,36
58 - 23,35
58 * 23,1334
58 - 24,34
58 * 24,1392
58 + 25,83
58 * 25,1450
58 / 25,2.32
58 - 26,32
58 / 26,2.230769230769231
58 * 27,1566
58 / 27,2.1481481481481484
58 + 28,86
58 + 29,87
58 * 29,1682
58 * 30,1740
58 / 30,1.9333333333333333
58 + 31,89
58 - 31,27
58 + 32,90
58 - 32,26
58 / 32,1.8125
58 - 34,24
58 * 34,1972
58 / 34,1.7058823529411764
58 - 35,23
58 * 35,2030
58 / 35,1.6571428571428573
58 + 36,94
58 * 36,2088
58 / 36,1.6111111111111112
58 + 37,95
58 - 37,21
58 / 37,1.5675675675675675
58 - 38,20
58 + 39,97
58 - 39,19
58 * 39,2262
58 + 40,98
58 - 40,18
58 * 40,2320
58 - 42,16
58 * 42,2436
58 / 42,1.380952380952381
58 + 43,101
58 / 43,1.3488372093023255
58 / 44,1.3181818181818181
58 + 46,104
58 - 46,12
58 + 47,105
58 - 47,11
58 * 47,2726
58 / 47,1.2340425531914894
58 + 48,106
58 - 48,10
58 + 49,107
58 - 49,9
58 * 49,2842
58 + 50,108
58 / 50,1.16
58 + 51,109
58 - 51,7
58 * 51,2958
58 / 51,1.1372549019607843
58 * 52,3016
58 / 52,1.1153846153846154
58 + 53,111
58 - 53,5
58 / 53,1.0943396226415094
58 * 54,3132
58 / 54,1.0740740740740742
58 + 55,113
58 * 55,3190
58 / 55,1.0545454545454545
58 + 56,114
58 - 56,2
58 * 56,3248
58 - 57,1
58 * 57,3306
58 - 58,0
58 + 59,117
58 - 59,-1
58 * 59,3422
58 - 60,-2
58 + 61,119
58 - 61,-3
58 * 61,3538
58 / 61,0.9508196721311475
58 - 62,-4
58 * 62,3596
58 * 63,3654
58 / 63,0.9206349206349206
58 + 64,122
58 - 64,-6
58 + 65,123
58 * 65,3770
58 / 65,0.8923076923076924
58 + 66,124
58 - 66,-8
58 * 66,3828
58 / 66,0.8787878787878788
58 + 67,125
58 - 67,-9
58 * 67,3886
58 / 67,0.8656716417910447
58 * 68,3944
58 / 68,0.8529411764705882
58 + 69,127
58 - 69,-11
58 / 70,0.8285714285714286
58 / 71,0.8169014084507042
58 * 72,4176
58 * 73,4234
58 + 74,132
58 - 74,-16
58 / 74,0.7837837837837838
58 * 75,4350
58 / 75,0.7733333333333333
58 - 76,-18
58 * 76,4408
58 - 77,-19
58 - 78,-20
58 * 78,4524
58 + 79,137
58 - 79,-21
58 * 79,4582
58 + 80,138
58 * 80,4640
58 / 80,0.725
58 + 81,139
58 + 82,140
58 - 82,-24
58 / 82,0.7073170731707317
58 + 84,142
58 * 84,4872
58 / 84,0.6904761904761905
58 * 85,4930
58 / 85,0.6823529411764706
58 + 86,144
58 - 86,-28
58 * 86,4988
58 / 86,0.6744186046511628
58 + 87,145
58 * 87,5046
58 / 87,0.6666666666666666
58 * 88,5104
58 + 89,147
58 * 89,5162
58 + 90,148
58 / 90,0.6444444444444445
58 * 91,5278
58 + 92,150
58 - 92,-34
58 * 92,5336
58 - 93,-35
58 / 93,0.6236559139784946
58 + 95,153
58 + 96,154
58 * 97,5626
58 / 97,0.5979381443298969
58 + 98,156
58 / 98,0.5918367346938775
58 * 99,5742
58 / 99,0.5858585858585859
59 * 0,0
59 - 1,58
59 * 1,59
59 - 2,57
59 / 2,29.5
59 - 3,56
59 + 5,64
59 - 5,54
59 * 6,354
59 + 7,66
59 - 7,52
59 * 7,413
59 * 8,472
59 - 9,50
59 + 11,70
59 - 11,48
59 * 11,649
59 / 11,5.363636363636363
59 - 12,47
59 / 12,4.916666666666667
59 - 13,46
59 * 13,767
59 / 13,4.538461538461538
59 + 14,73
59 * 14,826
59 - 15,44
59 * 15,885
59 / 15,3.933333333333333
59 - 16,43
59 / 16,3.6875
59 + 18,77
59 / 18,3.2777777777777777
59 + 19,78
59 * 19,1121
59 + 20,79
59 * 20,1180
59 * 21,1239
59 * 22,1298
59 / 22,2.6818181818181817
59 + 23,82
59 + 24,83
59 * 24,1416
59 / 24,2.4583333333333335
59 - 25,34
59 * 25,1475
59 / 25,2.36
59 + 26,85
59 - 26,33
59 / 26,2.269230769230769
59 - 27,32
59 / 27,2.185185185185185
59 + 28,87
59 - 28,31
59 / 28,2.107142857142857
59 - 29,30
59 * 29,1711
59 - 30,29
59 * 30,1770
59 / 30,1.9666666666666666
59 + 31,90
59 - 31,28
59 + 32,91
59 + 33,92
59 - 33,26
59 * 33,1947
59 / 33,1.7878787878787878
59 - 34,25
59 / 34,1.7352941176470589
59 + 35,94
59 * 35,2065
59 + 37,96
59 + 38,97
59 - 38,21
59 + 39,98
59 + 40,99
59 - 40,19
59 + 41,100
59 - 41,18
59 / 41,1.4390243902439024
59 + 42,101
59 / 43,1.372093023255814
59 + 44,103
59 / 44,1.3409090909090908
59 + 45,104
59 * 45,2655
59 - 46,13
59 * 46,2714
59 + 47,106
59 / 48,1.2291666666666667
59 + 50,109
59 + 51,110
59 - 51,8
59 * 51,3009
59 + 52,111
59 - 52,7
59 * 52,3068
59 + 53,112
59 - 53,6
59 * 53,3127
59 + 54,113
59 + 55,114
59 * 55,3245
59 - 56,3
59 * 56,3304
59 / 56,1.0535714285714286
59 - 57,2
59 * 57,3363
59 / 57,1.0350877192982457
59 + 58,117
59 - 58,1
59 / 58,1.0172413793103448
59 * 59,3481
59 - 60,-1
59 * 60,3540
59 / 60,0.9833333333333333
59 + 61,120
59 - 61,-2
59 - 62,-3
59 / 62,0.9516129032258065
59 + 63,122
59 * 63,3717
59 / 63,0.9365079365079365
59 + 64,123
59 - 64,-5
59 / 64,0.921875
59 - 65,-6
59 * 65,3835
59 + 66,125
59 * 66,3894
59 / 66,0.8939393939393939
59 + 67,126
59 - 67,-8
59 * 67,3953
59 + 68,127
59 - 68,-9
59 * 68,4012
59 + 69,128
59 - 69,-10
59 + 70,129
59 + 71,130
59 - 71,-12
59 * 71,4189
59 + 72,131
59 * 72,4248
59 / 72,0.8194444444444444
59 + 73,132
59 - 73,-14
59 + 74,133
59 / 74,0.7972972972972973
59 + 75,134
59 - 75,-16
59 * 75,4425
59 / 75,0.7866666666666666
59 * 76,4484
59 / 76,0.7763157894736842
59 + 77,136
59 * 77,4543
59 / 77,0.7662337662337663
59 + 78,137
59 - 78,-19
59 / 78,0.7564102564102564
59 - 79,-20
59 + 80,139
59 - 80,-21
59 / 80,0.7375
59 * 81,4779
59 - 82,-23
59 + 83,142
59 - 83,-24
59 / 83,0.7108433734939759
59 + 84,143
59 - 84,-25
59 + 85,144
59 * 85,5015
59 * 86,5074
59 / 86,0.686046511627907
59 + 87,146
59 - 87,-28
59 * 87,5133
59 / 87,0.6781609195402298
59 + 88,147
59 - 88,-29
59 * 88,5192
59 - 89,-30
59 + 90,149
59 - 90,-31
59 * 90,5310
59 / 90,0.6555555555555556
59 + 91,150
59 - 91,-32
59 / 91,0.6483516483516484
59 * 92,5428
59 * 93,5487
59 / 93,0.6344086021505376
59 + 94,153
59 * 94,5546
59 / 94,0.6276595744680851
59 + 95,154
59 - 95,-36
59 / 95,0.6210526315789474
59 + 96,155
59 - 96,-37
59 * 96,5664
59 / 96,0.6145833333333334
59 + 97,156
59 - 97,-38
59 * 97,5723
59 + 98,157
59 - 98,-39
59 * 98,5782
59 / 98,0.6020408163265306
59 - 99,-40
59 / 99,0.5959595959595959
60 * 0,0
60 + 1,61
60 - 1,59
60 * 2,120
60 / 2,30.0
60 + 3,63
60 * 3,180
60 / 3,20.0
60 * 4,240
60 + 5,65
60 - 5,55
60 / 5,12.0
60 - 6,54
60 * 6,360
60 / 6,10.0
60 * 7,420
60 / 7,8.571428571428571
60 + 8,68
60 - 8,52
60 * 8,480
60 / 8,7.5
60 - 9,51
60 * 9,540
60 + 10,70
60 - 10,50
60 / 10,6.0
60 - 11,49
60 * 12,720
60 / 12,5.0
60 + 13,73
60 - 13,47
60 * 13,780
60 / 13,4.615384615384615
60 * 14,840
60 + 15,75
60 * 15,900
60 / 15,4.0
60 - 16,44
60 * 16,960
60 + 17,77
60 * 17,1020
60 - 18,42
60 * 18,1080
60 / 18,3.3333333333333335
60 + 19,79
60 / 19,3.1578947368421053
60 + 20,80
60 + 21,81
60 / 21,2.857142857142857
60 + 22,82
60 * 22,1320
60 / 22,2.727272727272727
60 + 23,83
60 - 23,37
60 * 23,1380
60 / 24,2.5
60 + 25,85
60 - 25,35
60 * 25,1500
60 / 25,2.4
60 * 26,1560
60 / 26,2.3076923076923075
60 - 27,33
60 * 27,1620
60 + 28,88
60 / 28,2.142857142857143
60 * 29,1740
60 * 30,1800
60 / 30,2.0
60 + 31,91
60 - 31,29
60 * 31,1860
60 / 31,1.935483870967742
60 + 32,92
60 - 32,28
60 * 32,1920
60 / 32,1.875
60 + 33,93
60 - 33,27
60 * 33,1980
60 / 33,1.8181818181818181
60 + 34,94
60 * 35,2100
60 / 35,1.7142857142857142
60 + 36,96
60 - 36,24
60 * 36,2160
60 + 37,97
60 + 38,98
60 * 38,2280
60 + 39,99
60 / 40,1.5
60 + 41,101
60 * 42,2520
60 / 42,1.4285714285714286
60 + 43,103
60 - 43,17
60 * 43,2580
60 + 44,104
60 - 44,16
60 * 44,2640
60 + 45,105
60 * 45,2700
60 * 46,2760
60 - 47,13
60 * 47,2820
60 - 48,12
60 + 49,109
60 / 49,1.2244897959183674
60 + 50,110
60 - 50,10
60 * 50,3000
60 + 51,111
60 * 51,3060
60 - 52,8
60 * 52,3120
60 + 53,113
60 - 53,7
60 * 53,3180
60 / 53,1.1320754716981132
60 - 54,6
60 * 55,3300
60 / 55,1.0909090909090908
60 + 56,116
60 - 56,4
60 * 56,3360
60 / 56,1.0714285714285714
60 * 57,3420
60 + 58,118
60 / 58,1.0344827586206897
60 - 59,1
60 / 59,1.0169491525423728
60 - 60,0
60 + 61,121
60 - 61,-1
60 - 62,-2
60 / 62,0.967741935483871
60 + 63,123
60 / 63,0.9523809523809523
60 + 64,124
60 - 64,-4
60 - 65,-5
60 * 65,3900
60 / 65,0.9230769230769231
60 * 66,3960
60 + 67,127
60 / 67,0.8955223880597015
60 + 68,128
60 - 68,-8
60 * 68,4080
60 + 69,129
60 * 69,4140
60 / 69,0.8695652173913043
60 * 70,4200
60 + 71,131
60 * 71,4260
60 + 72,132
60 - 72,-12
60 + 73,133
60 * 73,4380
60 * 74,4440
60 + 75,135
60 - 75,-15
60 * 75,4500
60 - 76,-16
60 * 76,4560
60 + 77,137
60 * 77,4620
60 / 77,0.7792207792207793
60 - 78,-18
60 / 78,0.7692307692307693
60 * 79,4740
60 / 79,0.759493670886076
60 * 80,4800
60 + 83,143
60 * 83,4980
60 / 83,0.7228915662650602
60 - 84,-24
60 / 84,0.7142857142857143
60 + 85,145
60 * 85,5100
60 / 85,0.7058823529411765
60 + 86,146
60 + 87,147
60 - 88,-28
60 + 89,149
60 - 89,-29
60 + 90,150
60 - 90,-30
60 * 90,5400
60 / 90,0.6666666666666666
60 + 91,151
60 - 91,-31
60 * 91,5460
60 / 91,0.6593406593406593
60 + 92,152
60 * 92,5520
60 / 92,0.6521739130434783
60 + 93,153
60 + 94,154
60 / 94,0.6382978723404256
60 + 95,155
60 / 95,0.631578947368421
60 - 96,-36
60 - 97,-37
60 * 97,5820
60 / 97,0.6185567010309279
60 + 98,158
60 - 98,-38
60 * 98,5880
60 / 98,0.6122448979591837
60 / 99,0.6060606060606061
61 * 0,0
61 + 1,62
61 * 2,122
61 / 2,30.5
61 + 3,64
61 - 3,58
61 * 3,183
61 / 3,20.333333333333332
61 + 4,65
61 * 5,305
61 - 6,55
61 * 6,366
61 + 7,68
61 - 7,54
61 - 8,53
61 * 8,488
61 + 9,70
61 * 9,549
61 / 9,6.777777777777778
61 / 10,6.1
61 + 11,72
61 - 11,50
61 + 12,73
61 / 12,5.083333333333333
61 * 13,793
61 - 14,47
61 * 14,854
61 / 14,4.357142857142857
61 + 15,76
61 - 15,46
61 * 15,915
61 * 16,976
61 / 16,3.8125
61 - 17,44
61 / 17,3.588235294117647
61 - 18,43
61 * 18,1098
61 / 18,3.388888888888889
61 / 19,3.210526315789474
61 * 20,1220
61 + 21,82
61 / 21,2.9047619047619047
61 + 23,84
61 * 23,1403
61 / 23,2.652173913043478
61 - 24,37
61 / 24,2.5416666666666665
61 + 25,86
61 - 25,36
61 * 25,1525
61 / 25,2.44
61 - 26,35
61 * 26,1586
61 + 27,88
61 / 27,2.259259259259259
61 + 28,89
61 / 28,2.1785714285714284
61 * 29,1769
61 + 30,91
61 - 30,31
61 / 30,2.033333333333333
61 + 31,92
61 / 31,1.967741935483871
61 / 32,1.90625
61 * 33,2013
61 / 33,1.8484848484848484
61 - 35,26
61 * 35,2135
61 - 36,25
61 + 37,98
61 - 37,24
61 / 38,1.605263157894737
61 - 39,22
61 * 39,2379
61 / 40,1.525
61 / 41,1.4878048780487805
61 + 42,103
61 * 42,2562
61 / 42,1.4523809523809523
61 / 43,1.4186046511627908
61 + 44,105
61 / 44,1.3863636363636365
61 - 45,16
61 * 45,2745
61 + 46,107
61 - 46,15
61 + 48,109
61 / 48,1.2708333333333333
61 + 49,110
61 * 49,2989
61 / 49,1.2448979591836735
61 + 50,111
61 / 50,1.22
61 - 51,10
61 * 51,3111
61 - 52,9
61 * 52,3172
61 + 53,114
61 + 54,115
61 - 54,7
61 / 54,1.1296296296296295
61 + 55,116
61 - 55,6
61 * 55,3355
61 + 56,117
61 - 56,5
61 * 56,3416
61 + 57,118
61 / 57,1.0701754385964912
61 * 58,3538
61 + 59,120
61 * 59,3599
61 / 59,1.0338983050847457
61 + 60,121
61 - 60,1
61 + 61,122
61 + 62,123
61 * 62,3782
61 + 63,124
61 - 63,-2
61 * 63,3843
61 / 64,0.953125
61 + 65,126
61 / 65,0.9384615384615385
61 + 66,127
61 * 66,4026
61 / 67,0.9104477611940298
61 - 68,-7
61 + 69,130
61 * 69,4209
61 / 69,0.8840579710144928
61 + 70,131
61 - 70,-9
61 * 70,4270
61 / 70,0.8714285714285714
61 - 71,-10
61 + 72,133
61 * 72,4392
61 + 73,134
61 / 73,0.8356164383561644
61 + 74,135
61 - 74,-13
61 / 74,0.8243243243243243
61 * 75,4575
61 / 75,0.8133333333333334
61 + 76,137
61 * 76,4636
61 / 77,0.7922077922077922
61 - 78,-17
61 / 78,0.782051282051282
61 + 79,140
61 - 79,-18
61 * 79,4819
61 / 79,0.7721518987341772
61 - 80,-19
61 / 80,0.7625
61 + 81,142
61 - 81,-20
61 * 81,4941
61 / 81,0.7530864197530864
61 + 82,143
61 - 83,-22
61 / 83,0.7349397590361446
61 + 84,145
61 - 84,-23
61 * 84,5124
61 / 84,0.7261904761904762
61 + 85,146
61 - 85,-24
61 + 86,147
61 * 86,5246
61 + 87,148
61 - 89,-28
61 * 89,5429
61 / 89,0.6853932584269663
61 + 90,151
61 * 90,5490
61 / 90,0.6777777777777778
61 * 91,5551
61 / 91,0.6703296703296703
61 + 92,153
61 - 92,-31
61 * 92,5612
61 / 92,0.6630434782608695
61 + 93,154
61 - 94,-33
61 + 95,156
61 - 95,-34
61 * 95,5795
61 / 95,0.6421052631578947
61 + 96,157
61 - 96,-35
61 * 96,5856
61 + 97,158
61 * 97,5917
61 + 98,159
61 / 98,0.6224489795918368
61 + 99,160
61 * 99,6039
62 * 0,0
62 + 1,63
62 - 1,61
62 * 1,62
62 * 2,124
62 / 2,31.0
62 + 3,65
62 - 4,58
62 / 4,15.5
62 - 6,56
62 * 6,372
62 / 6,10.333333333333334
62 + 7,69
62 - 7,55
62 * 7,434
62 / 7,8.857142857142858
62 + 8,70
62 * 8,496
62 / 8,7.75
62 * 9,558
62 + 10,72
62 - 10,52
62 * 10,620
62 / 10,6.2
62 + 11,73
62 - 11,51
62 * 11,682
62 / 11,5.636363636363637
62 / 12,5.166666666666667
62 - 13,49
62 * 13,806
62 / 13,4.769230769230769
62 + 14,76
62 - 14,48
62 / 14,4.428571428571429
62 + 15,77
62 / 15,4.133333333333334
62 - 16,46
62 * 16,992
62 + 17,79
62 / 17,3.6470588235294117
62 + 18,80
62 - 18,44
62 / 18,3.4444444444444446
62 + 19,81
62 - 19,43
62 / 20,3.1
62 * 21,1302
62 / 21,2.9523809523809526
62 + 22,84
62 * 22,1364
62 / 22,2.8181818181818183
62 - 24,38
62 * 24,1488
62 / 24,2.5833333333333335
62 + 25,87
62 - 25,37
62 / 26,2.3846153846153846
62 - 27,35
62 * 27,1674
62 - 28,34
62 * 28,1736
62 / 28,2.2142857142857144
62 - 30,32
62 * 30,1860
62 / 30,2.066666666666667
62 * 31,1922
62 / 31,2.0
62 - 32,30
62 * 32,1984
62 / 32,1.9375
62 + 33,95
62 - 33,29
62 + 34,96
62 * 34,2108
62 / 34,1.8235294117647058
62 - 35,27
62 + 36,98
62 - 36,26
62 * 36,2232
62 / 37,1.6756756756756757
62 + 38,100
62 - 38,24
62 * 38,2356
62 / 38,1.631578947368421
62 + 40,102
62 / 40,1.55
62 - 41,21
62 * 41,2542
62 + 42,104
62 * 42,2604
62 + 44,106
62 * 44,2728
62 / 44,1.4090909090909092
62 / 45,1.3777777777777778
62 + 46,108
62 * 46,2852
62 / 46,1.3478260869565217
62 + 47,109
62 - 47,15
62 * 47,2914
62 / 47,1.3191489361702127
62 - 48,14
62 * 48,2976
62 + 50,112
62 - 50,12
62 * 50,3100
62 * 51,3162
62 * 52,3224
62 + 54,116
62 - 54,8
62 / 54,1.1481481481481481
62 / 55,1.1272727272727272
62 * 56,3472
62 / 56,1.1071428571428572
62 - 58,4
62 / 58,1.0689655172413792
62 * 59,3658
62 / 59,1.0508474576271187
62 * 60,3720
62 - 61,1
62 * 61,3782
62 / 61,1.0163934426229508
62 * 62,3844
62 / 62,1.0
62 * 63,3906
62 / 63,0.9841269841269841
62 + 64,126
62 - 64,-2
62 / 64,0.96875
62 - 65,-3
