Expression,Value
81-53,28
55+93,148
64/85,0.7529411764705882
15+77,92
23+41,64
18*22,396
24*43,1032
58+0,58
9+22,31
37-25,12
83-61,22
97*65,6305
97*51,4947
21*60,1260
67-23,44
29+70,99
8*28,224
16+46,62
33+82,115
43*75,3225
76*32,2432
24-63,-39
76/66,1.1515151515151516
8/42,0.19047619047619047
0/13,0.0
28+0,28
18-50,-32
55+51,106
92*32,2944
2/34,0.058823529411764705
50/97,0.5154639175257731
64-39,25
54*32,1728
3-42,-39
3+29,32
11+56,67
85*74,6290
56-55,1
62/98,0.6326530612244898
45-4,41
34+73,107
29-82,-53
16-27,-11
59*34,2006
75/74,1.0135135135135136
3*11,33
53*34,1802
33+95,128
61*70,4270
30/77,0.38961038961038963
75/61,1.2295081967213115
86*20,1720
39+96,135
18+73,91
5/89,0.056179775280898875
50+41,91
82-61,21
22+87,109
18/49,0.3673469387755102
72+12,84
27-95,-68
35+60,95
39/57,0.6842105263157895
43-49,-6
58-18,40
40-76,-36
48-87,-39
6+67,73
47+71,118
37+88,125
65/10,6.5
33/51,0.6470588235294118
0-85,-85
9+63,72
50*36,1800
82+74,156
36-8,28
26/29,0.896551724137931
10+83,93
56-54,2
55/41,1.3414634146341464
15-58,-43
72*96,6912
48*7,336
24+73,97
24-25,-1
86*38,3268
25*69,1725
19-65,-46
24/79,0.3037974683544304
8*6,48
35+54,89
71/34,2.088235294117647
10/72,0.1388888888888889
2-17,-15
35/38,0.9210526315789473
19*49,931
2*46,92
96+43,139
18*96,1728
44/8,5.5
78*88,6864
89*2,178
75*40,3000
57-57,0
1-31,-30
33-61,-28
48/34,1.411764705882353
23*4,92
64+37,101
70-45,25
55-45,10
27*86,2322
89+87,176
58/62,0.9354838709677419
49*91,4459
62/91,0.6813186813186813
23/5,4.6
7-74,-67
33/49,0.673469387755102
70-91,-21
52/44,1.1818181818181819
20-75,-55
12/13,0.9230769230769231
94/83,1.1325301204819278
56/68,0.8235294117647058
89-3,86
80+36,116
19-40,-21
78*8,624
56+90,146
57-52,5
79-28,51
53+47,100
8-65,-57
34*23,782
1+57,58
89*84,7476
53*8,424
80+59,139
89/97,0.9175257731958762
73-78,-5
18-14,4
4/70,0.05714285714285714
72/28,2.5714285714285716
84/66,1.2727272727272727
33/84,0.39285714285714285
62-58,4
67+78,145
27+95,122
22/78,0.28205128205128205
22/31,0.7096774193548387
78-98,-20
54*4,216
17/82,0.2073170731707317
14/38,0.3684210526315789
3/97,0.030927835051546393
70+25,95
36*61,2196
18/77,0.23376623376623376
76+11,87
55-76,-21
46-94,-48
66/37,1.7837837837837838
71+49,120
87+63,150
28-97,-69
29+97,126
22/72,0.3055555555555556
67*50,3350
50+85,135
81*81,6561
51-5,46
75/56,1.3392857142857142
17+13,30
45/60,0.75
91*49,4459
67/67,1.0
2/18,0.1111111111111111
46/11,4.181818181818182
17/15,1.1333333333333333
17-4,13
54*42,2268
80-5,75
34*53,1802
27*31,837
60+61,121
32+93,125
71/55,1.290909090909091
21+43,64
80+21,101
69+61,130
22-22,0
52-41,11
70/56,1.25
9+81,90
40+47,87
89*48,4272
89-25,64
65*16,1040
97*67,6499
36*88,3168
25+44,69
20-11,9
36+84,120
16/54,0.2962962962962963
44*61,2684
66+39,105
60*29,1740
3*1,3
71+19,90
60/17,3.5294117647058822
74/31,2.3870967741935485
65+49,114
40/92,0.43478260869565216
73*74,5402
51*82,4182
31*3,93
90/18,5.0
73+93,166
77/64,1.203125
71/88,0.8068181818181818
70+0,70
6/85,0.07058823529411765
53*61,3233
74/92,0.8043478260869565
95-68,27
74/36,2.0555555555555554
6/6,1.0
2*57,114
19-89,-70
61-68,-7
65/4,16.25
90+57,147
91+69,160
1/89,0.011235955056179775
90/44,2.0454545454545454
59/23,2.5652173913043477
83/86,0.9651162790697675
56*80,4480
44/66,0.6666666666666666
98/68,1.4411764705882353
7-24,-17
53/40,1.325
59/16,3.6875
45+54,99
54/45,1.2
27-74,-47
22/12,1.8333333333333333
94+86,180
77/10,7.7
18-81,-63
35+29,64
91-7,84
94-9,85
5/94,0.05319148936170213
60+65,125
31-96,-65
63/5,12.6
85/96,0.8854166666666666
61*79,4819
28-72,-44
71-10,61
23*39,897
16/61,0.26229508196721313
94-18,76
49+69,118
38*88,3344
73/43,1.697674418604651
96/24,4.0
20*10,200
1/56,0.017857142857142856
63-83,-20
30*18,540
53*99,5247
61/22,2.772727272727273
29/88,0.32954545454545453
59-93,-34
4-14,-10
89*94,8366
1+47,48
46/23,2.0
73-61,12
90+0,90
99-64,35
87/13,6.6923076923076925
16-94,-78
86-87,-1
25/51,0.49019607843137253
48-8,40
55/94,0.5851063829787234
3/84,0.03571428571428571
50*83,4150
6-75,-69
16+37,53
38-69,-31
24/58,0.41379310344827586
38/97,0.3917525773195876
70*60,4200
27*52,1404
91*47,4277
94/79,1.1898734177215189
7*78,546
83/63,1.3174603174603174
27/54,0.5
19+28,47
23-29,-6
6*33,198
91*55,5005
74*0,0
22*23,506
10-57,-47
72+43,115
11*21,231
96*22,2112
84+8,92
7/80,0.0875
98-38,60
7-58,-51
41+80,121
16*50,800
4+58,62
96*3,288
30*37,1110
17-41,-24
67*70,4690
36*29,1044
35+8,43
80*24,1920
96*76,7296
74+5,79
92*88,8096
9+25,34
15-6,9
57+28,85
80/97,0.8247422680412371
95-15,80
4-74,-70
44+89,133
48*1,48
63*11,693
12+78,90
73+1,74
83/1,83.0
12*30,360
30+44,74
5-9,-4
41*73,2993
63/38,1.6578947368421053
99+91,190
13+4,17
66+79,145
17+35,52
53*66,3498
87/19,4.578947368421052
87-74,13
83+0,83
30-20,10
13+7,20
70-20,50
19*10,190
80*75,6000
48*23,1104
53/68,0.7794117647058824
62+26,88
7-78,-71
23+71,94
10+2,12
46*53,2438
55+66,121
12-17,-5
18-68,-50
26+49,75
58-40,18
56+63,119
99+22,121
75-80,-5
11*14,154
60*94,5640
82-71,11
2-7,-5
44-25,19
16*26,416
48-18,30
81+48,129
22*99,2178
30/22,1.3636363636363635
74+85,159
92*93,8556
33+41,74
46/80,0.575
78*84,6552
99/91,1.0879120879120878
15/51,0.29411764705882354
40+9,49
94-66,28
68+97,165
93/98,0.9489795918367347
17-2,15
4/6,0.6666666666666666
17*42,714
93/41,2.268292682926829
0-5,-5
53+58,111
67*23,1541
27+52,79
77/32,2.40625
6+30,36
48-66,-18
13*70,910
60-6,54
60+0,60
25/12,2.0833333333333335
42-64,-22
69+83,152
60/63,0.9523809523809523
8-55,-47
88*85,7480
1-89,-88
47+65,112
28*86,2408
71-52,19
48-79,-31
5+51,56
25/6,4.166666666666667
97/89,1.0898876404494382
94/76,1.236842105263158
36-30,6
35/35,1.0
49*73,3577
59-84,-25
57/80,0.7125
28*35,980
6/49,0.12244897959183673
97+17,114
21*23,483
45+78,123
70/35,2.0
73+24,97
94*14,1316
20+50,70
77+24,101
82/83,0.9879518072289156
6+94,100
49-70,-21
70/60,1.1666666666666667
34+75,109
95-41,54
72+71,143
14*35,490
54*47,2538
81/84,0.9642857142857143
41-50,-9
34+25,59
70+45,115
51+41,92
30-19,11
15*38,570
58-90,-32
21/6,3.5
92/11,8.363636363636363
34*28,952
34*98,3332
19/88,0.2159090909090909
3/1,3.0
30/98,0.30612244897959184
80+20,100
25+81,106
47+83,130
52+20,72
16-29,-13
6+10,16
23-49,-26
25/10,2.5
92*97,8924
34+84,118
0*59,0
13*94,1222
59-18,41
21/37,0.5675675675675675
54*1,54
21/89,0.23595505617977527
70*58,4060
40/94,0.425531914893617
72/42,1.7142857142857142
31+55,86
95/89,1.0674157303370786
62-51,11
13/45,0.28888888888888886
80/66,1.2121212121212122
33+60,93
16*67,1072
49-93,-44
80*48,3840
44/13,3.3846153846153846
97/64,1.515625
10/86,0.11627906976744186
12*95,1140
59*34,2006
89-56,33
47*55,2585
13-85,-72
76/40,1.9
78-52,26
57+57,114
32/67,0.47761194029850745
43/80,0.5375
46+30,76
76/26,2.923076923076923
8*56,448
64*22,1408
53-49,4
93+33,126
49+44,93
80*43,3440
24*49,1176
66+49,115
1+33,34
85*1,85
20/41,0.4878048780487805
10/97,0.10309278350515463
60-27,33
18/85,0.21176470588235294
44/18,2.4444444444444446
97*78,7566
93/89,1.0449438202247192
69-57,12
4*56,224
89*47,4183
11/97,0.1134020618556701
40-89,-49
33*16,528
80*43,3440
43*89,3827
70+35,105
87/60,1.45
11+6,17
85-35,50
64*60,3840
50/95,0.5263157894736842
37/11,3.3636363636363638
6/96,0.0625
56*49,2744
39/54,0.7222222222222222
24+66,90
13+54,67
25*40,1000
96*78,7488
67+75,142
86+12,98
64/12,5.333333333333333
41+83,124
74/89,0.8314606741573034
17+99,116
11/46,0.2391304347826087
45-77,-32
29-89,-60
47/71,0.6619718309859155
12*32,384
50+16,66
18-31,-13
43*7,301
18-36,-18
37*91,3367
66/52,1.2692307692307692
29/9,3.2222222222222223
85-38,47
35/39,0.8974358974358975
75*77,5775
94-20,74
82/34,2.411764705882353
45-11,34
95/26,3.6538461538461537
90*75,6750
12+55,67
89/70,1.2714285714285714
27+43,70
38-91,-53
95-52,43
10/90,0.1111111111111111
2*11,22
79*46,3634
30*36,1080
52*88,4576
48-76,-28
51/8,6.375
25-88,-63
78/16,4.875
67-88,-21
7-76,-69
84-46,38
48/60,0.8
53/17,3.1176470588235294
89/78,1.141025641025641
87-59,28
94*65,6110
89/56,1.5892857142857142
26/71,0.36619718309859156
35*67,2345
71/73,0.9726027397260274
99/71,1.3943661971830985
90+13,103
13*84,1092
94/82,1.146341463414634
0-33,-33
92/40,2.3
92*46,4232
51*94,4794
10/16,0.625
45/38,1.1842105263157894
75*89,6675
39-28,11
37+89,126
45/42,1.0714285714285714
25*66,1650
99+90,189
80-43,37
12/75,0.16
57/11,5.181818181818182
79*96,7584
47+96,143
91-48,43
0*26,0
0+3,3
54-26,28
15*62,930
99*46,4554
70*84,5880
15-49,-34
80*76,6080
6+88,94
69/35,1.9714285714285715
71+42,113
33*91,3003
89+63,152
38*5,190
95/57,1.6666666666666667
18*79,1422
24/81,0.2962962962962963
40/45,0.8888888888888888
55*71,3905
77*12,924
84*34,2856
38*61,2318
43-13,30
92-79,13
24-29,-5
3-15,-12
14*16,224
29*99,2871
64+86,150
0-4,-4
34/88,0.38636363636363635
5*94,470
23*48,1104
0+12,12
42-5,37
3-33,-30
39*99,3861
84/99,0.8484848484848485
32*98,3136
32*77,2464
83-47,36
91+42,133
50*80,4000
32+90,122
32-10,22
77+43,120
64-41,23
49*63,3087
2-6,-4
84+89,173
33*78,2574
97/64,1.515625
41/30,1.3666666666666667
72-67,5
67*81,5427
6*25,150
81-63,18
37*59,2183
52/9,5.777777777777778
48+5,53
69-95,-26
20/54,0.37037037037037035
29-89,-60
16+88,104
61/94,0.648936170212766
77+60,137
7+66,73
13/42,0.30952380952380953
60*62,3720
82/67,1.2238805970149254
56+48,104
71-92,-21
81-65,16
36*17,612
27-49,-22
70+81,151
80+48,128
70*76,5320
8*71,568
12*65,780
22-70,-48
2/31,0.06451612903225806
14-87,-73
30-39,-9
78*64,4992
28/74,0.3783783783783784
13-41,-28
64-50,14
12*35,420
39*50,1950
99*31,3069
67/39,1.7179487179487178
70+67,137
66-41,25
27/42,0.6428571428571429
97/91,1.065934065934066
33+26,59
28-30,-2
44*13,572
69-89,-20
82-83,-1
52-80,-28
52-13,39
92-23,69
77-55,22
86-46,40
27/95,0.28421052631578947
31-77,-46
20-91,-71
6/7,0.8571428571428571
36+5,41
83*57,4731
60-53,7
13/54,0.24074074074074073
57/22,2.590909090909091
61*9,549
8+35,43
6-93,-87
85-58,27
45/10,4.5
19+64,83
6*91,546
50-97,-47
18/80,0.225
90-32,58
53/15,3.533333333333333
2-4,-2
73+90,163
17*98,1666
94*72,6768
81+9,90
35-49,-14
0+46,46
29/6,4.833333333333333
68+16,84
52+97,149
60+7,67
10/81,0.12345679012345678
70-75,-5
3+74,77
40/48,0.8333333333333334
97/89,1.0898876404494382
75*4,300
70-88,-18
80-35,45
18-22,-4
3*57,171
11+55,66
46*70,3220
35-29,6
76+10,86
65*13,845
86+74,160
91*81,7371
27+7,34
12-39,-27
32+51,83
0/9,0.0
98*45,4410
81-55,26
5-42,-37
79*24,1896
57+86,143
98/27,3.6296296296296298
65*62,4030
66-32,34
86/18,4.777777777777778
35-61,-26
56*36,2016
80-50,30
38+40,78
78/55,1.4181818181818182
76/44,1.7272727272727273
1-41,-40
44/60,0.7333333333333333
61-73,-12
51/57,0.8947368421052632
98-11,87
5*50,250
24+59,83
66*61,4026
49+41,90
90/55,1.6363636363636365
55+26,81
76/50,1.52
20*2,40
92+79,171
89+44,133
77-37,40
48*63,3024
28+6,34
36*47,1692
76+57,133
17*27,459
69-34,35
5/94,0.05319148936170213
25*42,1050
86*43,3698
31-55,-24
88/6,14.666666666666666
40/84,0.47619047619047616
25+50,75
50/59,0.847457627118644
68/98,0.6938775510204082
17*82,1394
9/67,0.13432835820895522
1+45,46
20*19,380
11-77,-66
25*99,2475
73*74,5402
4*84,336
18+43,61
64*38,2432
17-27,-10
11*61,671
68/77,0.8831168831168831
30/15,2.0
82*35,2870
76*91,6916
33*38,1254
73+34,107
49/97,0.5051546391752577
79/74,1.0675675675675675
5-68,-63
69+95,164
76*5,380
41+65,106
45/27,1.6666666666666667
41+54,95
75/25,3.0
96-82,14
14+36,50
34-43,-9
88-99,-11
11*5,55
41-64,-23
33-55,-22
3/83,0.03614457831325301
14-63,-49
28/50,0.56
41+58,99
40*55,2200
70/13,5.384615384615385
72/22,3.272727272727273
37+0,37
68-67,1
7*86,602
0*28,0
88+86,174
44-96,-52
75-59,16
35/35,1.0
20*58,1160
22*14,308
89+15,104
47+46,93
49/6,8.166666666666666
12+56,68
75+57,132
95-80,15
29+93,122
71-36,35
76-29,47
38+57,95
39-7,32
51/44,1.1590909090909092
78+17,95
52-15,37
23-18,5
31/60,0.5166666666666667
70-13,57
18+29,47
8/86,0.09302325581395349
17-68,-51
85+58,143
27*11,297
17-41,-24
80+54,134
2-39,-37
95+90,185
17/55,0.3090909090909091
37/32,1.15625
94+16,110
95/67,1.4179104477611941
73/77,0.948051948051948
58/53,1.0943396226415094
45+85,130
62/68,0.9117647058823529
68/19,3.5789473684210527
26*41,1066
10+32,42
65/62,1.0483870967741935
75/97,0.7731958762886598
39+4,43
12+90,102
16/63,0.25396825396825395
59+4,63
10-40,-30
45+77,122
87+92,179
54/31,1.7419354838709677
97-59,38
85-94,-9
66-80,-14
63*91,5733
41-20,21
10-38,-28
9+13,22
68-95,-27
44+88,132
87+28,115
46*21,966
14/8,1.75
64+84,148
86/80,1.075
55+47,102
13+95,108
86*94,8084
55/6,9.166666666666666
79+69,148
18*94,1692
72+45,117
84+80,164
61-95,-34
48/93,0.5161290322580645
18/47,0.3829787234042553
81-82,-1
0-18,-18
81-46,35
36+88,124
74+66,140
30*22,660
95+20,115
67+72,139
82*75,6150
17-97,-80
94/69,1.3623188405797102
70/14,5.0
43*39,1677
2*78,156
37+58,95
17*56,952
17-51,-34
66*47,3102
76*99,7524
89*24,2136
81*2,162
54+53,107
13-67,-54
81+86,167
88*7,616
81-14,67
81+3,84
51+94,145
67/34,1.9705882352941178
4/96,0.041666666666666664
75/14,5.357142857142857
1*87,87
96-27,69
93*47,4371
42+91,133
22/84,0.2619047619047619
39-42,-3
40*96,3840
15-36,-21
33*40,1320
76/73,1.0410958904109588
86/37,2.324324324324324
57-45,12
17+53,70
99*73,7227
65/82,0.7926829268292683
43-76,-33
63*84,5292
80-0,80
80/59,1.3559322033898304
31+12,43
86-16,70
65+82,147
16*41,656
19-62,-43
45+95,140
21-38,-17
43*24,1032
53/94,0.5638297872340425
26+62,88
60+52,112
44-24,20
98+17,115
81*44,3564
59/60,0.9833333333333333
99+31,130
3/41,0.07317073170731707
81+20,101
60*49,2940
0*76,0
13*96,1248
80-56,24
96-45,51
25/86,0.29069767441860467
47-25,22
16+64,80
23*63,1449
80-84,-4
80+6,86
8*64,512
80+45,125
9-83,-74
66+53,119
87*41,3567
22-27,-5
11+76,87
46-51,-5
51/94,0.5425531914893617
71-43,28
64-10,54
30*25,750
51+84,135
87-40,47
27*17,459
6/79,0.0759493670886076
45/66,0.6818181818181818
63/57,1.105263157894737
90+22,112
81/65,1.2461538461538462
76+89,165
12-11,1
76*53,4028
77*17,1309
27-2,25
96-19,77
21/95,0.22105263157894736
58+68,126
38/60,0.6333333333333333
19*78,1482
87-85,2
36+79,115
59-88,-29
1*3,3
53/12,4.416666666666667
57+57,114
77-17,60
90+67,157
16-62,-46
65+70,135
97*7,679
38*35,1330
62+8,70
72+0,72
34/55,0.6181818181818182
88*41,3608
26/89,0.29213483146067415
11-36,-25
53+90,143
54/91,0.5934065934065934
55-36,19
31+98,129
95+40,135
81/16,5.0625
37/59,0.6271186440677966
49*47,2303
22+67,89
68/30,2.2666666666666666
67-93,-26
32/13,2.4615384615384617
23/88,0.26136363636363635
88*75,6600
1-65,-64
50/87,0.5747126436781609
14-98,-84
86*26,2236
73-33,40
1-49,-48
5/80,0.0625
29*75,2175
21*4,84
39/7,5.571428571428571
9*27,243
0/3,0.0
71+66,137
53*53,2809
68-93,-25
42+98,140
42/69,0.6086956521739131
92-79,13
71+19,90
24/18,1.3333333333333333
31-61,-30
77-27,50
1-77,-76
49+27,76
92*69,6348
75+68,143
88-81,7
57*75,4275
99-33,66
98*92,9016
40/22,1.8181818181818181
88*13,1144
77-30,47
30+68,98
4+26,30
56*17,952
92*82,7544
4/88,0.045454545454545456
42/36,1.1666666666666667
46*74,3404
92/18,5.111111111111111
16-65,-49
8*10,80
13+93,106
75/75,1.0
80+91,171
80/34,2.3529411764705883
66+9,75
96+96,192
26*98,2548
73*86,6278
38/15,2.533333333333333
99+55,154
87/25,3.48
20+52,72
0-46,-46
90+60,150
90*39,3510
64/31,2.064516129032258
74-79,-5
7+8,15
90/98,0.9183673469387755
75-13,62
20-84,-64
77*17,1309
43/89,0.48314606741573035
14+13,27
19/44,0.4318181818181818
78+21,99
5+44,49
5/99,0.050505050505050504
14+19,33
2+15,17
89-52,37
80/24,3.3333333333333335
32-70,-38
91*59,5369
47*88,4136
73-53,20
46+53,99
67-40,27
6*89,534
4-2,2
35*18,630
78+76,154
81+83,164
50-99,-49
80/64,1.25
2*82,164
61-15,46
35-69,-34
91-62,29
7*4,28
22/65,0.3384615384615385
75/65,1.1538461538461537
18/7,2.5714285714285716
13-68,-55
53/67,0.7910447761194029
69*8,552
17-83,-66
61*68,4148
44*96,4224
57/81,0.7037037037037037
54/98,0.5510204081632653
81-43,38
58*34,1972
53-24,29
54+70,124
52*17,884
74-40,34
14-5,9
3/88,0.03409090909090909
51-2,49
17*23,391
53/16,3.3125
48*97,4656
45-88,-43
7+30,37
85/94,0.9042553191489362
70/38,1.8421052631578947
73+41,114
77+61,138
35-4,31
56-60,-4
31-16,15
5+32,37
0+34,34
7*16,112
98+51,149
3/11,0.2727272727272727
34*5,170
20/47,0.425531914893617
30*57,1710
84+20,104
74+0,74
90*59,5310
15*59,885
50/33,1.5151515151515151
33+98,131
44*53,2332
34/95,0.35789473684210527
78/1,78.0
68/45,1.511111111111111
88*21,1848
33-33,0
87-80,7
4/34,0.11764705882352941
47*8,376
37+6,43
9-52,-43
31+45,76
13/89,0.14606741573033707
62/25,2.48
20+37,57
94*98,9212
51-60,-9
10/82,0.12195121951219512
48/28,1.7142857142857142
63-61,2
86*43,3698
81/94,0.8617021276595744
29/86,0.3372093023255814
5*51,255
22/98,0.22448979591836735
6*44,264
43/78,0.5512820512820513
35+20,55
17/84,0.20238095238095238
13+19,32
40+49,89
94-59,35
38+13,51
63*11,693
56-96,-40
96-89,7
16/47,0.3404255319148936
63/48,1.3125
79+41,120
29+78,107
35+53,88
61-29,32
21*95,1995
69/97,0.711340206185567
73/31,2.3548387096774195
33-26,7
57/92,0.6195652173913043
76+3,79
25-48,-23
26*90,2340
89/97,0.9175257731958762
63-30,33
56/97,0.5773195876288659
94+37,131
28-74,-46
27-59,-32
14+73,87
23*58,1334
12+85,97
3*72,216
14+89,103
28*69,1932
41-80,-39
81*15,1215
2-85,-83
87/89,0.9775280898876404
2-28,-26
85+44,129
88/69,1.2753623188405796
22-57,-35
19/15,1.2666666666666666
28/16,1.75
61+53,114
53-22,31
14-8,6
82-18,64
36+79,115
11/65,0.16923076923076924
24+10,34
12+56,68
76/47,1.6170212765957446
61/82,0.7439024390243902
31*21,651
21*82,1722
64*85,5440
4/31,0.12903225806451613
83-25,58
17*25,425
11-82,-71
27-13,14
86/29,2.9655172413793105
58/43,1.3488372093023255
88+97,185
38+80,118
43*95,4085
10/52,0.19230769230769232
28*51,1428
68+71,139
3*76,228
43-91,-48
10+61,71
77*21,1617
92+59,151
66-9,57
21/77,0.2727272727272727
15-44,-29
74+52,126
14-55,-41
14+21,35
32-54,-22
19+47,66
32*21,672
31+47,78
78/30,2.6
96-55,41
59-98,-39
92+30,122
97+26,123
37*13,481
58+28,86
64*70,4480
80*57,4560
95+8,103
95+36,131
15/65,0.23076923076923078
49+79,128
60/69,0.8695652173913043
60-16,44
33-53,-20
67*26,1742
31+26,57
53*85,4505
97+35,132
47+21,68
77-36,41
41-29,12
17+43,60
8/68,0.11764705882352941
5/37,0.13513513513513514
76*70,5320
74/74,1.0
29/19,1.5263157894736843
31-86,-55
8*99,792
2/43,0.046511627906976744
95+57,152
89-37,52
82+69,151
26-48,-22
88*43,3784
95*22,2090
99/59,1.6779661016949152
10-24,-14
47*67,3149
60-89,-29
30+96,126
92*3,276
26+55,81
30+55,85
99+3,102
61/98,0.6224489795918368
69-81,-12
72-14,58
36-98,-62
20*28,560
28*60,1680
86+6,92
55*15,825
94/50,1.88
69*33,2277
51/63,0.8095238095238095
50-17,33
41/39,1.0512820512820513
79/65,1.2153846153846153
65-87,-22
86*51,4386
37-43,-6
36*48,1728
77+98,175
31*95,2945
8-49,-41
53-55,-2
24*81,1944
47/54,0.8703703703703703
85*69,5865
11+68,79
49-39,10
45*50,2250
40+5,45
59/34,1.7352941176470589
35+5,40
91-69,22
55*69,3795
50/15,3.3333333333333335
27*88,2376
30-78,-48
74/99,0.7474747474747475
28+24,52
48-12,36
76*93,7068
46/39,1.1794871794871795
9+86,95
58-5,53
85/3,28.333333333333332
48*90,4320
19/69,0.2753623188405797
1/68,0.014705882352941176
87+29,116
79*94,7426
7/14,0.5
38+14,52
68*94,6392
45-38,7
66*96,6336
47*65,3055
14*68,952
96/27,3.5555555555555554
59/37,1.5945945945945945
32-52,-20
52*68,3536
92/97,0.9484536082474226
3-88,-85
4/61,0.06557377049180328
79*33,2607
37*24,888
76*81,6156
62*52,3224
34-25,9
44/67,0.6567164179104478
21+49,70
20*49,980
24*44,1056
47/93,0.5053763440860215
26+26,52
45*1,45
46/95,0.4842105263157895
50/3,16.666666666666668
96-6,90
6*39,234
95-14,81
68+7,75
88+86,174
27+2,29
44-33,11
47*4,188
1-56,-55
72-11,61
74/64,1.15625
87+82,169
78*28,2184
36+36,72
44/30,1.4666666666666666
65*45,2925
73/33,2.212121212121212
85-90,-5
67+47,114
1*86,86
66+82,148
55*80,4400
28*60,1680
4+5,9
9*42,378
50*69,3450
52*14,728
88+96,184
32-11,21
27+55,82
32/13,2.4615384615384617
39-42,-3
34/6,5.666666666666667
24-13,11
53+56,109
39-64,-25
83-19,64
70*21,1470
93/8,11.625
82-64,18
16-84,-68
82+45,127
75-46,29
66*91,6006
43+77,120
11/19,0.5789473684210527
61-20,41
24+40,64
52/31,1.6774193548387097
70-80,-10
16+68,84
16/55,0.2909090909090909
58+20,78
80+59,139
30/66,0.45454545454545453
18*0,0
58*55,3190
91-63,28
25/82,0.3048780487804878
4-77,-73
43*89,3827
65+31,96
27*80,2160
59*51,3009
49*38,1862
95/54,1.7592592592592593
74+62,136
46+31,77
90+90,180
83-91,-8
56+13,69
48*37,1776
65+93,158
34*21,714
11*1,11
51+92,143
27+87,114
24-11,13
83*4,332
51/72,0.7083333333333334
23*47,1081
19*79,1501
18/24,0.75
52+42,94
14*27,378
4*44,176
45*2,90
17/58,0.29310344827586204
87*12,1044
38/86,0.4418604651162791
82+91,173
3/69,0.043478260869565216
27+29,56
6/88,0.06818181818181818
49+9,58
77-99,-22
53*38,2014
31-94,-63
39*66,2574
73/47,1.553191489361702
77*5,385
59-44,15
3+41,44
52/83,0.6265060240963856
32+18,50
71-39,32
70-89,-19
33*2,66
76-3,73
65+90,155
43/43,1.0
96-30,66
11-40,-29
25*2,50
43/27,1.5925925925925926
80-55,25
2*60,120
2*81,162
37*41,1517
5-22,-17
43-20,23
44-95,-51
82+80,162
81+59,140
38*40,1520
21-33,-12
52+43,95
2*22,44
5-17,-12
13/49,0.2653061224489796
74/94,0.7872340425531915
49/18,2.7222222222222223
99/67,1.4776119402985075
89*96,8544
9*70,630
96/45,2.1333333333333333
13-19,-6
30+34,64
67*29,1943
54*74,3996
69/31,2.225806451612903
42*39,1638
17-9,8
3+26,29
56+12,68
56-59,-3
51*73,3723
34+3,37
17+57,74
76-81,-5
98+22,120
81-11,70
12*40,480
2-16,-14
92+59,151
43+89,132
7+22,29
46/80,0.575
99+20,119
11-99,-88
90*82,7380
7/86,0.08139534883720931
85-50,35
26*82,2132
77*14,1078
0-94,-94
67*53,3551
45/71,0.6338028169014085
74-94,-20
38+95,133
86+82,168
74/38,1.9473684210526316
30*99,2970
56*95,5320
84*25,2100
48-51,-3
23+59,82
44/75,0.5866666666666667
22*96,2112
31/71,0.43661971830985913
64-50,14
52/82,0.6341463414634146
72-26,46
6/65,0.09230769230769231
79*63,4977
0-61,-61
33+34,67
97+92,189
3*15,45
65*41,2665
16+91,107
83/90,0.9222222222222223
34/94,0.3617021276595745
54+60,114
49*73,3577
82+74,156
32+86,118
26-0,26
87-33,54
15+92,107
27/74,0.36486486486486486
31+72,103
23/26,0.8846153846153846
58*38,2204
32*48,1536
4*96,384
59+94,153
68+61,129
19-64,-45
93+9,102
96/93,1.032258064516129
58+37,95
1+34,35
4*44,176
24*93,2232
27+78,105
73*87,6351
49-50,-1
5+49,54
14-46,-32
77*21,1617
68*70,4760
14+76,90
25+50,75
27-89,-62
2+92,94
63-71,-8
48+53,101
94*14,1316
2+49,51
93+98,191
99+85,184
46*91,4186
9/45,0.2
1*88,88
8/17,0.47058823529411764
13/96,0.13541666666666666
29*15,435
19+85,104
39-4,35
53*65,3445
47-16,31
46/86,0.5348837209302325
59*53,3127
2*90,180
44/46,0.9565217391304348
90-86,4
23*6,138
24-42,-18
96-44,52
18-44,-26
24+84,108
5-22,-17
87-74,13
36+46,82
25*43,1075
59-68,-9
4+79,83
69/7,9.857142857142858
46/87,0.5287356321839081
